41,Infobells - Hindi,53300000,30516172739,Education,Infobells - Hindi,577,India,IN,Education,37,16,4,815949000,204000,3300000,2400000,39200000,1600000,2014,Jun,6,28.1,1366417754,5.36,471031528,20.593684,78.96288
48,Shemaroo,47400000,22519705183,Entertainment,Shemaroo,11451,India,IN,Entertainment,97,17,10,232744000,58200,931000,698200,11200000,500000,2007,Sep,1,28.1,1366417754,5.36,471031528,20.593684,78.96288
50,SonyMusicIndiaVEVO,46600000,27286058807,Music,SonyMusicIndiaVEVO,3444,United States,US,Music,55,17,22,314505000,78600,1300000,943500,15100000,400000,2009,Sep,2,88.2,328239523,14.7,270663028,37.09024,-95.712891
54,Voot Kids,45500000,21388725229,Entertainment,Voot Kids,4660,India,IN,Entertainment,105,18,13,233988000,58500,936000,702000,11200000,400000,2016,Nov,23,28.1,1366417754,5.36,471031528,20.593684,78.96288
67,Speed Records,42500000,26820902622,Music,Speed Records,10938,India,IN,Music,62,19,26,159757000,39900,639000,479300,7700000,100000,2012,Nov,22,28.1,1366417754,5.36,471031528,20.593684,78.96288
71,Ishtar Music,41400000,17608931161,Trailers,Ishtar Music,4510,India,IN,Music,155,20,28,180942000,45200,723800,542800,8700000,400000,2005,Sep,22,28.1,1366417754,5.36,471031528,20.593684,78.96288
79,CarryMinati,39200000,3294013141,Comedy,CarryMinati,186,India,IN,Comedy,2487,21,2,78688000,19700,314800,236100,3800000,700000,2014,Oct,30,28.1,1366417754,5.36,471031528,20.593684,78.96288
87,Goldmines Gaane Sune Ansune,38300000,16718192386,Music,Goldmines Gaane Sune Ansune,3532,India,IN,Music,170,22,31,814756000,203700,3300000,2400000,39100000,400000,2015,Aug,24,28.1,1366417754,5.36,471031528,20.593684,78.96288
90,Sony PAL,38200000,28519339489,Shows,Sony PAL,24089,India,IN,Entertainment,49,23,25,415914000,104000,1700000,1200000,20000000,500000,2014,May,9,28.1,1366417754,5.36,471031528,20.593684,78.96288
95,Jkk Entertainment,37200000,16402066717,Comedy,Jkk Entertainment,220,India,IN,Comedy,178,24,3,49861000,12500,199400,149600,2400000,100000,2017,Mar,20,28.1,1366417754,5.36,471031528,20.593684,78.96288
96,ABP NEWS,37000000,13102611515,People & Blogs,ABP NEWS,301308,India,IN,News,280,25,2,267060000,66800,1100000,801200,12800000,400000,2012,Jun,1,28.1,1366417754,5.36,471031528,20.593684,78.96288
100,Ultra Bollywood,36600000,15653786446,Trailers,Ultra Bollywood,9168,India,IN,Entertainment,205,26,31,131462000,0,0,0,0,200000,2009,Oct,21,28.1,1366417754,5.36,471031528,20.593684,78.96288
107,Saregama Music,35500000,15657673422,Entertainment,Saregama Music,7566,India,IN,Music,199,27,38,533793000,133400,2100000,1600000,25600000,900000,2013,Jan,4,28.1,1366417754,5.36,471031528,20.593684,78.96288
108,IndiaTV,35500000,16105023749,News & Politics,IndiaTV,273255,India,IN,News,185,27,3,290847000,72700,1200000,872500,14000000,600000,2006,Aug,26,28.1,1366417754,5.36,471031528,20.593684,78.96288
109,T-Series Bollywood Classics,35400000,22637783517,Music,T-Series Bollywood Classics,2010,India,IN,Music,94,28,39,331474000,82900,1300000,994400,15900000,500000,2012,Apr,2,28.1,1366417754,5.36,471031528,20.593684,78.96288
116,Geet MP3,34300000,12746535822,Music,Geet MP3,679,India,IN,Music,299,31,41,101357000,25300,405400,304100,4900000,100000,2016,Oct,22,28.1,1366417754,5.36,471031528,20.593684,78.96288
119,Jingle Toons,34000000,11351015824,Film & Animation,Jingle Toons,240,India,IN,Film,360,32,8,179903000,45000,719600,539700,8600000,600000,2013,Jan,24,28.1,1366417754,5.36,471031528,20.593684,78.96288
125,Rajshri,33500000,14864294792,Music,Rajshri,3741,India,IN,Entertainment,222,34,36,272255000,68100,1100000,816800,13100000,500000,2006,Mar,24,28.1,1366417754,5.36,471031528,20.593684,78.96288
127,KHANDESHI MOVIES,33500000,11405809704,Comedy,KHANDESHI MOVIES,217,India,IN,Comedy,357,35,4,24736000,6200,98900,74200,1200000,100000,2013,Nov,11,28.1,1366417754,5.36,471031528,20.593684,78.96288
129,CVS 3D Rhymes & Kids Songs,33400000,20269857567,Education,CVS 3D Rhymes & Kids Songs,338,India,IN,Education,120,35,9,136084000,34000,544300,408300,6500000,200000,2008,Aug,26,28.1,1366417754,5.36,471031528,20.593684,78.96288
132,Eros Now Music,32700000,17853798780,Entertainment,Mzaalo,1521,India,IN,Entertainment,8055,730,838,20263000,5100,81100,60800,972600,40000,2012,Mar,14,28.1,1366417754,5.36,471031528,20.593684,78.96288
140,StarPlus,32000000,26800674545,Entertainment,StarPlus,44892,India,IN,Entertainment,60,38,40,1667000000,416800,6700000,5000000,80000000,1200000,2006,May,19,28.1,1366417754,5.36,471031528,20.593684,78.96288
144,MR. INDIAN HACKER,31700000,5711208484,Science & Technology,MR. INDIAN HACKER,929,India,IN,Tech,1132,40,1,109125000,27300,436500,327400,5200000,500000,2012,Jun,21,28.1,1366417754,5.36,471031528,20.593684,78.96288
145,Worldwide Records Bhojpuri,31700000,16476978876,Music,Worldwide Records Bhojpuri,6518,India,IN,Music,177,39,48,112648000,28200,450600,337900,5400000,200000,2012,Mar,15,28.1,1366417754,5.36,471031528,20.593684,78.96288
157,Round2hell,30700000,3145161634,Comedy,Round2hell,67,India,IN,Entertainment,2687,41,45,31822000,8000,127300,95500,1500000,300000,2016,Oct,20,28.1,1366417754,5.36,471031528,20.593684,78.96288
158,Zee News,30500000,16709857823,News & Politics,Zee News,180092,India,IN,News,168,41,4,461472000,115400,1800000,1400000,22200000,600000,2007,Jun,19,28.1,1366417754,5.36,471031528,20.593684,78.96288
172,ashish chanchlani vines,29800000,4457913639,Comedy,ashish chanchlani vines,151,India,IN,Comedy,1622,42,8,26171000,6500,104700,78500,1300000,100000,2009,Jul,6,28.1,1366417754,5.36,471031528,20.593684,78.96288
180,infobells - Tamil,28900000,17930570614,Education,infobells - Tamil,555,India,IN,Education,149,44,13,109828000,27500,439300,329500,5300000,200000,2014,Mar,13,28.1,1366417754,5.36,471031528,20.593684,78.96288
181,Aditya Music India,28500000,25857994495,Music,Aditya Music,0,nan,nan,Music,4057944,nan,4721,nan,0,0,0,0,nan,2010,Dec,16,nan,nan,nan,nan,nan,nan
183,Aditya Movies,28400000,10062770060,Movies,Aditya Movies,5436,India,IN,Film,432,45,11,227355000,56800,909400,682100,10900000,500000,2012,Feb,23,28.1,1366417754,5.36,471031528,20.593684,78.96288
185,infobells - Telugu,28300000,14814192034,Education,infobells - Telugu,505,India,IN,Education,223,45,14,288110000,72000,1200000,864300,13800000,800000,2014,Mar,13,28.1,1366417754,5.36,471031528,20.593684,78.96288
187,Shemaroo Movies,28200000,7600740993,Entertainment,Shemaroo Movies,3009,India,IN,Film,721,46,13,184966000,46200,739900,554900,8900000,500000,2011,Mar,1,28.1,1366417754,5.36,471031528,20.593684,78.96288
200,Crazy XYZ,27300000,7705492350,Entertainment,Crazy XYZ,1259,India,IN,Tech,707,48,2,102235000,25600,408900,306700,4900000,100000,2017,Sep,10,28.1,1366417754,5.36,471031528,20.593684,78.96288
202,Dushyant kukreja,27100000,17318452893,Entertainment,Dushyant kukreja,889,India,IN,Entertainment,159,49,52,429692000,107400,1700000,1300000,20600000,700000,2015,Sep,26,28.1,1366417754,5.36,471031528,20.593684,78.96288
211,Goldmines Bollywood,26400000,8595760553,Film & Animation,Goldmines Bollywood,3622,India,IN,Film,588,50,15,99677000,24900,398700,299000,4800000,400000,2015,Jul,22,28.1,1366417754,5.36,471031528,20.593684,78.96288
214,BB Ki Vines,26300000,4749833967,Entertainment,BB Ki Vines,190,India,IN,Entertainment,1462,51,57,17264000,4300,69100,51800,828600,nan,2015,Jun,20,28.1,1366417754,5.36,471031528,20.593684,78.96288
238,The Lallantop,25200000,10409352249,News & Politics,The Lallantop,51129,India,IN,News,408,52,6,273920000,68500,1100000,821800,13100000,300000,2015,Mar,23,28.1,1366417754,5.36,471031528,20.593684,78.96288
254,Pen Movies,24300000,6608773195,Film & Animation,Pen Movies,1667,India,IN,Film,903,53,17,94853000,23700,379400,284600,4600000,300000,2014,Mar,25,28.1,1366417754,5.36,471031528,20.593684,78.96288
256,shfa show India,24200000,15724160183,nan,shfa show India,469,United Arab Emirates,AE,People,203,3,9,151208000,37800,604800,453600,7300000,200000,2019,Apr,1,36.8,9770529,2.35,8479744,23.424076,53.847818
284,Tilak,23400000,9465863821,Film & Animation,Tilak,6672,India,IN,Film,493,56,20,367347000,91800,1500000,1100000,17600000,900000,2020,Oct,10,28.1,1366417754,5.36,471031528,20.593684,78.96288
290,Wave Music Bhojpuri,23100000,12889240875,Music,Wave Music Bhojpuri,22578,India,IN,Music,293,59,81,52678000,13200,210700,158000,2500000,100000,2014,Aug,10,28.1,1366417754,5.36,471031528,20.593684,78.96288
293,unknown boy varun,23100000,9299371231,Music,unknown boy varun,456,India,IN,Music,506,58,80,304021000,76000,1200000,912100,14600000,700000,2016,Sep,27,28.1,1366417754,5.36,471031528,20.593684,78.96288
296,Technical Guruji,23000000,3378047383,Science & Technology,Technical Guruji,5041,India,IN,Tech,2420,60,5,22262000,5600,89000,66800,1100000,nan,2015,Oct,19,28.1,1366417754,5.36,471031528,20.593684,78.96288
298,White Hill Music,23000000,10939966484,Entertainment,White Hill Music,5718,India,IN,Music,382,60,82,93183000,23300,372700,279500,4500000,100000,2014,Mar,23,28.1,1366417754,5.36,471031528,20.593684,78.96288
299,Ultra Movie Parlour,22900000,5320485069,Movies,Ultra Movie Parlour,1670,India,IN,Film,1248,61,22,118846000,0,0,0,0,300000,2011,May,17,28.1,1366417754,5.36,471031528,20.593684,78.96288
306,Sun TV,22600000,20847038152,People & Blogs,Sun TV,60964,India,IN,Entertainment,109,63,82,982238000,245600,3900000,2900000,47100000,600000,2016,Feb,26,28.1,1366417754,5.36,471031528,20.593684,78.96288
307,Heroindori,22600000,9223534599,Comedy,Heroindori,495,India,IN,Entertainment,508,62,81,399152000,99800,1600000,1200000,19200000,1400000,2020,Jun,29,28.1,1366417754,5.36,471031528,20.593684,78.96288
312,Goldmines Cineplex,22500000,2431154438,Film & Animation,Goldmines Cineplex,3377,India,IN,Film,3793,64,23,48740000,12200,195000,146200,2300000,200000,2015,Sep,12,28.1,1366417754,5.36,471031528,20.593684,78.96288
331,Netflix India,21800000,7780934187,People & Blogs,NETFLIX INDIA,1,nan,nan,People,4052308,nan,7665,408,0,0,0,0,nan,2017,Sep,24,nan,nan,nan,nan,nan,nan
335,Village Cooking Channel,21600000,5863377051,Howto & Style,Village Cooking Channel,219,India,IN,Howto,1082,66,9,194604000,48700,778400,583800,9300000,400000,2018,Apr,25,28.1,1366417754,5.36,471031528,20.593684,78.96288
342,Sidhu Moose Wala,21400000,6264261757,Music,Sidhu Moose Wala,114,India,IN,Music,987,67,89,160690000,40200,642800,482100,7700000,500000,2017,Oct,30,28.1,1366417754,5.36,471031528,20.593684,78.96288
345,Ishaan Ali 11,21300000,12761253839,People & Blogs,Ishaan Ali 11,951,India,IN,People,301,68,16,729409000,182400,2900000,2200000,35000000,1600000,2016,Jul,27,28.1,1366417754,5.36,471031528,20.593684,78.96288
347,Azhan5star,21300000,10047736580,Entertainment,Azhan5star,669,India,IN,Entertainment,436,67,92,236293000,59100,945200,708900,11300000,600000,2021,Feb,2,28.1,1366417754,5.36,471031528,20.593684,78.96288
348,Dangal TV Channel,21300000,12895427184,Entertainment,Dangal TV Channel,20225,India,IN,Entertainment,291,67,92,561020000,140300,2200000,1700000,26900000,700000,2017,Aug,2,28.1,1366417754,5.36,471031528,20.593684,78.96288
357,Dr. Vivek Bindra: Motivational Speaker,20900000,1693149479,Education,Dr. Vivek Bindra: Motivational Speaker,896,India,IN,Education,6082,69,20,28588000,7100,114400,85800,1400000,100000,2013,Dec,6,28.1,1366417754,5.36,471031528,20.593684,78.96288
379,Vijay Television,20400000,29406206620,Entertainment,Vijay Television,51515,India,IN,Entertainment,43,70,100,907534000,226900,3600000,2700000,43600000,400000,2007,Feb,1,28.1,1366417754,5.36,471031528,20.593684,78.96288
381,Emiway Bantai,20400000,3579555124,Music,Emiway Bantai,239,India,IN,Music,2236,70,94,41289000,10300,165200,123900,2000000,100000,2013,May,3,28.1,1366417754,5.36,471031528,20.593684,78.96288
388,Kiddiestv Hindi - Nursery Rhymes & Kids Songs,20200000,7274150246,Education,Kiddiestv Hindi - Nursery Rhymes & Kids Songs,226,India,IN,Education,780,71,23,113420000,28400,453700,340300,5400000,300000,2017,May,25,28.1,1366417754,5.36,471031528,20.593684,78.96288
405,Green Gold TV - Official Channel,20000000,9715291883,Film & Animation,Green Gold TV - Official Channel,1476,India,IN,Entertainment,473,72,104,70278000,0,0,0,0,100000,2011,Jul,1,28.1,1366417754,5.36,471031528,20.593684,78.96288
420,RKD Studios,19500000,5234251168,Entertainment,RKD Studios,847,India,IN,Entertainment,1265,74,108,59841000,0,0,0,0,300000,2014,Mar,14,28.1,1366417754,5.36,471031528,20.593684,78.96288
421,DLS News,19400000,2255542592,News & Politics,DLS News,4750,India,IN,News,4178,74,8,32111000,8000,128400,96300,1500000,100000,2017,Jul,5,28.1,1366417754,5.36,471031528,20.593684,78.96288
423,etvteluguindia,19400000,23038014291,Entertainment,etvteluguindia,125974,India,IN,Entertainment,88,75,109,272917000,68200,1100000,818800,13100000,200000,2010,Mar,15,28.1,1366417754,5.36,471031528,20.593684,78.96288
425,Manoj  parihar,19300000,264228052,nan,Manoj  parihar,335,India,IN,Howto,48846,75,14,37167000,9300,148700,111500,1800000,300000,2021,Mar,2,28.1,1366417754,5.36,471031528,20.593684,78.96288
429,Sonotek,19200000,7590582024,Entertainment,Sonotek,8285,India,IN,Music,724,77,98,28678000,7200,114700,86000,1400000,100000,2011,Jan,11,28.1,1366417754,5.36,471031528,20.593684,78.96288
432,Goldmines Great Indian Comedy,19100000,5194942269,Film & Animation,Goldmines Great Indian Comedy,2948,nan,nan,Film,1279,nan,26,65920000,16500,263700,197800,3200000,200000,2016,Aug,29,nan,nan,nan,nan,nan,nan
436,Wow Kidz Action,19000000,8281724393,Film & Animation,Wow Kidz Action,1525,India,IN,Entertainment,618,78,111,105706000,26400,422800,317100,5100000,200000,2017,Nov,8,28.1,1366417754,5.36,471031528,20.593684,78.96288
449,Triggered Insaan,18800000,3276891538,Comedy,Triggered Insaan,304,India,IN,People,2508,79,24,109026000,27300,436100,327100,5200000,700000,2014,Jul,17,28.1,1366417754,5.36,471031528,20.593684,78.96288
452,Shemaroo Comedy,18600000,6047584292,Entertainment,Shemaroo Comedy,4487,India,IN,Comedy,1033,81,24,102431000,25600,409700,307300,4900000,200000,2007,Jan,31,28.1,1366417754,5.36,471031528,20.593684,78.96288
494,Priyal Kukreja,17800000,11057945183,People & Blogs,Priyal Kukreja,772,India,IN,People,378,83,29,431390000,107800,1700000,1300000,20700000,900000,2021,Apr,23,28.1,1366417754,5.36,471031528,20.593684,78.96288
499,jaanvi patel,17700000,7912733203,People & Blogs,jaanvi patel,512,India,IN,People,671,84,30,346753000,86700,1400000,1000000,16600000,900000,2018,Jul,18,28.1,1366417754,5.36,471031528,20.593684,78.96288
512,FactTechz,17500000,2238134438,Entertainment,FactTechz,709,India,IN,Entertainment,4243,86,124,21056000,5300,84200,63200,1000000,nan,2016,Jul,24,28.1,1366417754,5.36,471031528,20.593684,78.96288
513,News18 India,17500000,7263619576,News & Politics,News18 India,182742,India,IN,News,770,85,10,394106000,98500,1600000,1200000,18900000,700000,2007,Oct,25,28.1,1366417754,5.36,471031528,20.593684,78.96288
514,Fun For Kids TV - Hindi Rhymes,17500000,7612385622,Entertainment,Fun For Kids TV - Hindi Rhymes,149,India,IN,Entertainment,723,86,124,109847000,27500,439400,329500,5300000,300000,2017,Sep,27,28.1,1366417754,5.36,471031528,20.593684,78.96288
521,Stubborn Facts,17300000,902225615,Film & Animation,Stubborn Facts,287,India,IN,Entertainment,13315,87,125,837850,209,3400,2500,40200,nan,2016,Sep,5,28.1,1366417754,5.36,471031528,20.593684,78.96288
522,Taarak Mehta Ka Ooltah Chashmah,17300000,11371738047,Entertainment,Taarak Mehta Ka Ooltah Chashmah,4778,India,IN,Entertainment,356,87,125,331944000,83000,1300000,995800,15900000,300000,2014,Aug,4,28.1,1366417754,5.36,471031528,20.593684,78.96288
534,Prajapati News,17000000,1001465469,Comedy,Prajapati News,1407,India,IN,Entertainment,11662,89,128,7626000,1900,30500,22900,366100,100000,2013,Mar,14,28.1,1366417754,5.36,471031528,20.593684,78.96288
537,Pop Chartbusters,16900000,8684010451,Music,Pop Chartbusters,2235,India,IN,Music,574,90,113,72911000,18200,291600,218700,3500000,200000,2011,Aug,26,28.1,1366417754,5.36,471031528,20.593684,78.96288
541,Aayu and Pihu Show,16900000,9270331567,Comedy,Aayu and Pihu Show,441,India,IN,People,510,90,34,89782000,22400,359100,269300,4300000,nan,2017,May,8,28.1,1366417754,5.36,471031528,20.593684,78.96288
557,NMF News,16600000,7435180827,News & Politics,NMF News,112261,India,IN,News,749,91,12,59201000,14800,236800,177600,2800000,100000,2013,Oct,22,28.1,1366417754,5.36,471031528,20.593684,78.96288
558,SriBalajiMovies,16600000,9439857193,Entertainment,SriBalajiMovies,20102,India,IN,Entertainment,497,91,132,154049000,38500,616200,462100,7400000,200000,2011,Sep,29,28.1,1366417754,5.36,471031528,20.593684,78.96288
559,Lahari Music - TSeries,16600000,11946217860,Music,Lahari Music - TSeries,8976,India,IN,Music,326,91,115,89012000,22300,356000,267000,4300000,100000,2011,Nov,21,28.1,1366417754,5.36,471031528,20.593684,78.96288
564,BBC News Hindi,16500000,7043235131,News & Politics,BBC News Hindi,21243,India,IN,News,821,92,13,131202000,32800,524800,393600,6300000,300000,2009,Sep,22,28.1,1366417754,5.36,471031528,20.593684,78.96288
579,Bollywood Classics,16300000,7141825267,Entertainment,Bollywood Classics,1444,India,IN,Music,804,93,116,151477000,37900,605900,454400,7300000,300000,2011,Oct,13,28.1,1366417754,5.36,471031528,20.593684,78.96288
603,wifistudy,16000000,3018032423,Education,wifistudy by Unacademy,52144,India,IN,Education,2855,94,30,14287000,3600,57100,42900,685800,nan,2014,Jul,26,28.1,1366417754,5.36,471031528,20.593684,78.96288
614,Dear Sir,15800000,1349288771,Education,Dear Sir,633,India,IN,Education,8066,95,31,24056000,6000,96200,72200,1200000,200000,2016,Dec,13,28.1,1366417754,5.36,471031528,20.593684,78.96288
615,Narendra Modi,15800000,3392918989,News & Politics,Narendra Modi,20679,India,IN,News,2406,96,15,185969000,46500,743900,557900,8900000,700000,2007,Oct,26,28.1,1366417754,5.36,471031528,20.593684,78.96288
618,Volga Video,15700000,9787697838,Film & Animation,Volga Video,16874,India,IN,Entertainment,463,97,139,51315000,12800,205300,153900,2500000,nan,2012,Mar,23,28.1,1366417754,5.36,471031528,20.593684,78.96288
619,DM - Desi Melodies,15700000,5914071870,Music,DM - Desi Melodies,79,India,IN,Music,1071,97,121,141842000,35500,567400,425500,6800000,300000,2017,Jul,8,28.1,1366417754,5.36,471031528,20.593684,78.96288
621,Team Films Bhojpuri,15700000,6626563508,Music,Team Films Bhojpuri,19703,India,IN,Music,902,97,121,30744000,7700,123000,92200,1500000,nan,2014,Jul,18,28.1,1366417754,5.36,471031528,20.593684,78.96288
622,Zee Music Classic,15700000,5558051295,Music,Zee Music Classic,1640,India,IN,Music,1174,97,121,86450000,21600,345800,259300,4100000,100000,2014,May,20,28.1,1366417754,5.36,471031528,20.593684,78.96288
623,Prime Video India,15700000,8696631898,Entertainment,Prime Video India,7090,United States,US,Entertainment,569,144,139,335111000,83800,1300000,1000000,16100000,1200000,2016,Oct,3,88.2,328239523,14.7,270663028,37.09024,-95.712891
632,Infobells Bangla,15500000,7776706184,Education,Infobells Bangla,359,India,IN,Education,687,98,32,167888000,42000,671600,503700,8100000,300000,2016,Jun,13,28.1,1366417754,5.36,471031528,20.593684,78.96288
636,Kashvi Adlakha,15500000,12714141740,Entertainment,Kashvi Adlakha,1525,India,IN,Entertainment,300,99,141,139123000,34800,556500,417400,6700000,200000,2017,Apr,9,28.1,1366417754,5.36,471031528,20.593684,78.96288
639,Harsh Beniwal,15400000,1781226000,Comedy,Harsh Beniwal,165,India,IN,Comedy,5724,100,27,27963000,7000,111900,83900,1300000,100000,2015,May,6,28.1,1366417754,5.36,471031528,20.593684,78.96288
649,LOKESH GAMER,15300000,1640078055,Gaming,LOKESH GAMER,1397,India,IN,Games,6356,101,46,5920000,1500,23700,17800,284200,nan,2017,Nov,16,28.1,1366417754,5.36,471031528,20.593684,78.96288
651,Mazhavil Manorama,15300000,16545966132,Entertainment,Mazhavil Manorama,87864,India,IN,Entertainment,175,100,142,361483000,90400,1400000,1100000,17400000,300000,2011,Oct,31,28.1,1366417754,5.36,471031528,20.593684,78.96288
652,Pok���������,15200000,857725714,People & Blogs,Pok���������,194,India,IN,Film,13929,100,35,65380000,16300,261500,196100,3100000,1300000,2017,Oct,15,28.1,1366417754,5.36,471031528,20.593684,78.96288
653,The MriDul,15200000,4503880875,Comedy,The MriDul,106,India,IN,Comedy,1593,102,28,98329000,24600,393300,295000,4700000,200000,2015,Mar,14,28.1,1366417754,5.36,471031528,20.593684,78.96288
655,SRK MUSIC,15200000,6391679636,Music,SRK MUSIC,5056,India,IN,Music,955,102,126,57809000,14500,231200,173400,2800000,200000,2012,Mar,16,28.1,1366417754,5.36,471031528,20.593684,78.96288
656,Sony LIV,15200000,7151683497,Entertainment,Sony LIV,11099,India,IN,Entertainment,794,102,144,210909000,52700,843600,632700,10100000,300000,2014,May,2,28.1,1366417754,5.36,471031528,20.593684,78.96288
657,T-Series Hamaar Bhojpuri,15200000,7564652648,Entertainment,T-Series Hamaar Bhojpuri,9862,India,IN,Music,728,101,125,105978000,26500,423900,317900,5100000,200000,2011,Nov,1,28.1,1366417754,5.36,471031528,20.593684,78.96288
660,NDTV India,15200000,6624168155,News & Politics,NDTV India,91704,India,IN,News,900,101,16,49662000,12400,198600,149000,2400000,100000,2008,Jan,19,28.1,1366417754,5.36,471031528,20.593684,78.96288
678,Chetan Monga Vlogs,15000000,9924103188,People & Blogs,Chetan Monga Vlogs,899,India,IN,People,457,104,45,113572000,28400,454300,340700,5500000,400000,2014,Aug,17,28.1,1366417754,5.36,471031528,20.593684,78.96288
685,Republic Bharat,15000000,7536093065,News & Politics,Gyani Beast,206,India,IN,News,1145576,2573,1992,998,0.25,4,3,48,nan,2018,Aug,16,28.1,1366417754,5.36,471031528,20.593684,78.96288
686,THE BROWN SIBLINGS,15000000,8658553456,Entertainment,THE BROWN SIBLINGS,965,India,IN,Entertainment,577,103,145,102357000,25600,409400,307100,4900000,200000,2016,Oct,9,28.1,1366417754,5.36,471031528,20.593684,78.96288
687,Sony Music South,15000000,9978734160,Music,Sony Music South,2726,India,IN,Music,439,103,127,242185000,60500,968700,726600,11600000,300000,2014,Aug,6,28.1,1366417754,5.36,471031528,20.593684,78.96288
693,A2 Motivation by Arvind Arora,15000000,8932038210,Entertainment,A2 Motivation by Arvind Arora,3168,India,IN,Entertainment,544,104,146,130731000,32700,522900,392200,6300000,200000,2017,Apr,7,28.1,1366417754,5.36,471031528,20.593684,78.96288
719,StudyIQ IAS,14700000,4029253667,Education,StudyIQ IAS,43564,India,IN,Education,1879,106,36,74483000,18600,297900,223400,3600000,200000,2015,Jun,22,28.1,1366417754,5.36,471031528,20.593684,78.96288
723,Colors Rishtey,14700000,12362331529,Entertainment,Colors Rishtey,23490,India,IN,Entertainment,310,105,148,347603000,86900,1400000,1000000,16700000,400000,2013,Nov,28,28.1,1366417754,5.36,471031528,20.593684,78.96288
735,Noman Official,14600000,5525773746,Comedy,Noman Official,560,India,IN,Film,1185,106,38,139116000,34800,556500,417300,6700000,500000,2019,Oct,28,28.1,1366417754,5.36,471031528,20.593684,78.96288
739,Lotus Music,14500000,1739129375,nan,Lotus Music,514,India,IN,Tech,5926,107,13,23034000,5800,92100,69100,1100000,100000,2021,Jun,1,28.1,1366417754,5.36,471031528,20.593684,78.96288
745,Aadishakti Films,14500000,6290721701,Music,Aadishakti Films,4790,India,IN,Music,981,107,132,48447000,12100,193800,145300,2300000,200000,2016,Oct,28,28.1,1366417754,5.36,471031528,20.593684,78.96288
748,TV9 Bharatvarsh,14500000,10303519926,People & Blogs,TV9 Bharatvarsh,293516,India,IN,News,414,106,18,418474000,104600,1700000,1300000,20100000,700000,2018,Nov,19,28.1,1366417754,5.36,471031528,20.593684,78.96288
754,Gyan Gaming�,14400000,2224121890,Gaming,Gyan Gaming�,3086,India,IN,Games,4292,107,52,13891000,3500,55600,41700,666800,100000,2017,Sep,1,28.1,1366417754,5.36,471031528,20.593684,78.96288
